200101,5,
200301,1592,
200302,1,
200303,749,
200307,20,
200308,108,
200310,5,
200315,152,1
200316,10,2
200317,416,
200318,3,
200319,5,
200320,7,
200401,972,
200402,6,
200403,716,
200404,59,
200405,51,
200408,227,
200409,523,
200412,28,
200413,638,
200503,37,
200504,1,
